study_id,source_profile,dataset,model_family,source_model,defense_profile,target_model,suite,paper_visible_retention_row,n,eligible_total,baseline_success_total,candidate_success_total,baseline_asr_mean,candidate_asr_mean,zero_baseline_seed_count,low_baseline_seed_count,baseline_seed_asr_values,per_seed_asr_retention_mean,aggregate_asr_retention,retention_metric_gap,baseline_viability_pass,baseline_viability_reason
cpu_structure_no_vf,r18_only,pet37,cnn,resnet18,standard,mobilenet_v2,dynamic_uniform,True,5,475,139,122,0.2926315789473684,0.2568421052631578,0,0,0.263157894737;0.263157894737;0.273684210526;0.315789473684;0.347368421053,0.8854731934731934,0.8776978417266187,0.0077753517465747,True,pass
cpu_structure_no_vf,r18_only,pet37,cnn,resnet18,standard,mobilenet_v2,static_q80,True,5,475,126,112,0.2652631578947368,0.2357894736842104,0,0,0.305263157895;0.273684210526;0.242105263158;0.252631578947;0.252631578947,0.8938770999115826,0.8888888888888887,0.0049882110226938,True,pass
