path,method,target_model,suite,seed,duration_sec,device,study_id,source_profile,dataset,model_family,source_model,defense_profile,thread_env_MKL_NUM_THREADS,thread_env_OMP_NUM_THREADS,adversarial_successes,asr,clean_accuracy,clean_drop,eligible_examples,examples,jpeg_clean_accuracy,linf,lpips,mean_estimator_time,ssim,evidence_tier,evidence_status,timing_scope,run_directory,source_file,claim_scope,perturbation_budget,structure_variant,run_config,inclusion_policy
cpu_structure_no_vf/runs/baseline_strong/mobilenet_v2/dynamic_uniform/seed_42.json,baseline_strong,mobilenet_v2,dynamic_uniform,42,55.59794400003739,cpu,cpu_structure_no_vf,r18_only,pet37,cnn,resnet18,standard,,,25,0.2631578947368421,0.7421875,0.03125,95,128,0.7109375,0.0313725769519805,,0.5242035479071395,0.8866082690656185,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_no_vf/runs,cpu_structure_no_vf/analysis/all_results.csv,structure_ablation,8/255,no_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_no_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_no_vf/runs/baseline_strong/mobilenet_v2/dynamic_uniform/seed_43.json,baseline_strong,mobilenet_v2,dynamic_uniform,43,55.82262650015764,cpu,cpu_structure_no_vf,r18_only,pet37,cnn,resnet18,standard,,,25,0.2631578947368421,0.7421875,0.078125,95,128,0.6640625,0.0313725769519805,,0.5250327104246633,0.8866060189902782,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_no_vf/runs,cpu_structure_no_vf/analysis/all_results.csv,structure_ablation,8/255,no_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_no_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_no_vf/runs/baseline_strong/mobilenet_v2/dynamic_uniform/seed_44.json,baseline_strong,mobilenet_v2,dynamic_uniform,44,55.41181009984575,cpu,cpu_structure_no_vf,r18_only,pet37,cnn,resnet18,standard,,,26,0.2736842105263158,0.7421875,0.0390625,95,128,0.703125,0.0313725769519805,,0.5238790364383021,0.886791780591011,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_no_vf/runs,cpu_structure_no_vf/analysis/all_results.csv,structure_ablation,8/255,no_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_no_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_no_vf/runs/baseline_strong/mobilenet_v2/dynamic_uniform/seed_45.json,baseline_strong,mobilenet_v2,dynamic_uniform,45,55.84191119996831,cpu,cpu_structure_no_vf,r18_only,pet37,cnn,resnet18,standard,,,30,0.3157894736842105,0.7421875,0.0546875,95,128,0.6875,0.0313725769519805,,0.5258346197855038,0.887014277279377,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_no_vf/runs,cpu_structure_no_vf/analysis/all_results.csv,structure_ablation,8/255,no_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_no_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_no_vf/runs/baseline_strong/mobilenet_v2/dynamic_uniform/seed_46.json,baseline_strong,mobilenet_v2,dynamic_uniform,46,55.52738009998575,cpu,cpu_structure_no_vf,r18_only,pet37,cnn,resnet18,standard,,,33,0.3473684210526316,0.7421875,0.0703125,95,128,0.671875,0.0313725769519805,,0.522522329170897,0.8866560086607933,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_no_vf/runs,cpu_structure_no_vf/analysis/all_results.csv,structure_ablation,8/255,no_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_no_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_no_vf/runs/baseline_strong/mobilenet_v2/static_q80/seed_42.json,baseline_strong,mobilenet_v2,static_q80,42,53.93858389998786,cpu,cpu_structure_no_vf,r18_only,pet37,cnn,resnet18,standard,,,29,0.3052631578947368,0.7421875,0.03125,95,128,0.7109375,0.0313725769519805,,0.5075431343963526,0.8859983310103416,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_no_vf/runs,cpu_structure_no_vf/analysis/all_results.csv,structure_ablation,8/255,no_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_no_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_no_vf/runs/baseline_strong/mobilenet_v2/static_q80/seed_43.json,baseline_strong,mobilenet_v2,static_q80,43,55.89411980006844,cpu,cpu_structure_no_vf,r18_only,pet37,cnn,resnet18,standard,,,26,0.2736842105263158,0.7421875,0.03125,95,128,0.7109375,0.0313725769519805,,0.5256613937502456,0.8861808776855469,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_no_vf/runs,cpu_structure_no_vf/analysis/all_results.csv,structure_ablation,8/255,no_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_no_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_no_vf/runs/baseline_strong/mobilenet_v2/static_q80/seed_44.json,baseline_strong,mobilenet_v2,static_q80,44,55.77111980016343,cpu,cpu_structure_no_vf,r18_only,pet37,cnn,resnet18,standard,,,23,0.2421052631578947,0.7421875,0.03125,95,128,0.7109375,0.0313725769519805,,0.5248030302051726,0.8869249187409878,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_no_vf/runs,cpu_structure_no_vf/analysis/all_results.csv,structure_ablation,8/255,no_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_no_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_no_vf/runs/baseline_strong/mobilenet_v2/static_q80/seed_45.json,baseline_strong,mobilenet_v2,static_q80,45,55.9024642999284,cpu,cpu_structure_no_vf,r18_only,pet37,cnn,resnet18,standard,,,24,0.2526315789473684,0.7421875,0.03125,95,128,0.7109375,0.0313725769519805,,0.5249449291659403,0.8863292820751667,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_no_vf/runs,cpu_structure_no_vf/analysis/all_results.csv,structure_ablation,8/255,no_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_no_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_no_vf/runs/baseline_strong/mobilenet_v2/static_q80/seed_46.json,baseline_strong,mobilenet_v2,static_q80,46,55.672776699997485,cpu,cpu_structure_no_vf,r18_only,pet37,cnn,resnet18,standard,,,24,0.2526315789473684,0.7421875,0.03125,95,128,0.7109375,0.0313725769519805,,0.524904833342589,0.8864362575113773,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_no_vf/runs,cpu_structure_no_vf/analysis/all_results.csv,structure_ablation,8/255,no_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_no_vf.yaml,included_in_cpu_structure_ablation_only
