path,method,target_model,suite,seed,duration_sec,device,study_id,source_profile,dataset,model_family,source_model,defense_profile,thread_env_MKL_NUM_THREADS,thread_env_OMP_NUM_THREADS,adversarial_successes,asr,clean_accuracy,clean_drop,eligible_examples,examples,jpeg_clean_accuracy,linf,lpips,mean_estimator_time,ssim,evidence_tier,evidence_status,timing_scope,run_directory,source_file,claim_scope,perturbation_budget,structure_variant,run_config,inclusion_policy
cpu_structure_full_vf/runs/baseline_strong/mobilenet_v2/dynamic_uniform/seed_42.json,baseline_strong,mobilenet_v2,dynamic_uniform,42,56.08065230003558,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,25,0.2631578947368421,0.7421875,0.03125,95,128,0.7109375,0.0313725769519805,,0.526594528145021,0.8866082690656185,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_full_vf/runs/baseline_strong/mobilenet_v2/dynamic_uniform/seed_43.json,baseline_strong,mobilenet_v2,dynamic_uniform,43,55.605006400030106,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,25,0.2631578947368421,0.7421875,0.078125,95,128,0.6640625,0.0313725769519805,,0.5220942260469504,0.8866060189902782,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_full_vf/runs/baseline_strong/mobilenet_v2/dynamic_uniform/seed_44.json,baseline_strong,mobilenet_v2,dynamic_uniform,44,56.404340900015086,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,26,0.2736842105263158,0.7421875,0.0390625,95,128,0.703125,0.0313725769519805,,0.5289497114451175,0.886791780591011,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_full_vf/runs/baseline_strong/mobilenet_v2/dynamic_uniform/seed_45.json,baseline_strong,mobilenet_v2,dynamic_uniform,45,56.088569399900734,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,30,0.3157894736842105,0.7421875,0.0546875,95,128,0.6875,0.0313725769519805,,0.5271338458284542,0.887014277279377,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_full_vf/runs/baseline_strong/mobilenet_v2/dynamic_uniform/seed_46.json,baseline_strong,mobilenet_v2,dynamic_uniform,46,55.52966840006411,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,33,0.3473684210526316,0.7421875,0.0703125,95,128,0.671875,0.0313725769519805,,0.5243161656399025,0.8866560086607933,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_full_vf/runs/baseline_strong/mobilenet_v2/static_q80/seed_42.json,baseline_strong,mobilenet_v2,static_q80,42,54.59270319994539,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,29,0.3052631578947368,0.7421875,0.03125,95,128,0.7109375,0.0313725769519805,,0.5146571135167808,0.8859983310103416,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_full_vf/runs/baseline_strong/mobilenet_v2/static_q80/seed_43.json,baseline_strong,mobilenet_v2,static_q80,43,55.694980200147256,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,26,0.2736842105263158,0.7421875,0.03125,95,128,0.7109375,0.0313725769519805,,0.5240724333246665,0.8861808776855469,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_full_vf/runs/baseline_strong/mobilenet_v2/static_q80/seed_44.json,baseline_strong,mobilenet_v2,static_q80,44,55.33317510015331,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,23,0.2421052631578947,0.7421875,0.03125,95,128,0.7109375,0.0313725769519805,,0.52029033540263,0.8869249187409878,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_full_vf/runs/baseline_strong/mobilenet_v2/static_q80/seed_45.json,baseline_strong,mobilenet_v2,static_q80,45,55.22050900012255,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,24,0.2526315789473684,0.7421875,0.03125,95,128,0.7109375,0.0313725769519805,,0.5221041343732699,0.8863292820751667,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_full_vf/runs/baseline_strong/mobilenet_v2/static_q80/seed_46.json,baseline_strong,mobilenet_v2,static_q80,46,55.33107309998013,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,24,0.2526315789473684,0.7421875,0.03125,95,128,0.7109375,0.0313725769519805,,0.5219235145971954,0.8864362575113773,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_full_vf/runs/vf_advjpeg/mobilenet_v2/dynamic_uniform/seed_42.json,vf_advjpeg,mobilenet_v2,dynamic_uniform,42,24.79690459999256,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,19,0.2,0.7421875,0.03125,95,128,0.7109375,0.0313725769519805,,0.1727341052149616,0.8862697817385197,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_full_vf/runs/vf_advjpeg/mobilenet_v2/dynamic_uniform/seed_43.json,vf_advjpeg,mobilenet_v2,dynamic_uniform,43,24.55655030021444,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,24,0.2526315789473684,0.7421875,0.078125,95,128,0.6640625,0.0313725769519805,,0.1724440208272426,0.8864611424505711,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_full_vf/runs/vf_advjpeg/mobilenet_v2/dynamic_uniform/seed_44.json,vf_advjpeg,mobilenet_v2,dynamic_uniform,44,24.35153639991768,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,18,0.1894736842105263,0.7421875,0.0390625,95,128,0.703125,0.0313725769519805,,0.1724248489820941,0.8866206333041191,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_full_vf/runs/vf_advjpeg/mobilenet_v2/dynamic_uniform/seed_45.json,vf_advjpeg,mobilenet_v2,dynamic_uniform,45,24.6864898998756,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,29,0.3052631578947368,0.7421875,0.0546875,95,128,0.6875,0.0313725769519805,,0.1733979916631748,0.8866995051503181,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
cpu_structure_full_vf/runs/vf_advjpeg/mobilenet_v2/dynamic_uniform/seed_46.json,vf_advjpeg,mobilenet_v2,dynamic_uniform,46,24.542247700039297,cpu,cpu_structure_full_vf,r18_only,pet37,cnn,resnet18,standard,,,25,0.2631578947368421,0.7421875,0.0703125,95,128,0.671875,0.0313725769519805,,0.1744959656522648,0.8864980638027191,tier_a_cpu,supported,end_to_end_and_estimator,cpu_structure_full_vf/runs,cpu_structure_full_vf/analysis/all_results.csv,structure_ablation,8/255,full_vf,configs/default.yaml;configs/ei_cpu_reconfirm.yaml;configs/cpu_structure_full_vf.yaml,included_in_cpu_structure_ablation_only
