study_id,source_profile,dataset,model_family,source_model,defense_profile,target_model,suite,paper_visible_retention_row,n,eligible_total,baseline_success_total,candidate_success_total,baseline_asr_mean,candidate_asr_mean,zero_baseline_seed_count,low_baseline_seed_count,baseline_seed_asr_values,per_seed_asr_retention_mean,aggregate_asr_retention,retention_metric_gap,baseline_viability_pass,baseline_viability_reason
cpu_q50_q70_boundary,r18_only,pet37,cnn,resnet18,standard,mobilenet_v2,q80_to_q95_boundary,True,5,475,120,122,0.2526315789473684,0.2568421052631578,0,0,0.221052631579;0.252631578947;0.252631578947;0.284210526316;0.252631578947,1.0220899470899472,1.0166666666666668,0.0054232804232803,True,pass
