study_id,source_profile,dataset,model_family,source_model,defense_profile,target_model,suite,paper_visible_retention_row,n,eligible_total,baseline_success_total,candidate_success_total,baseline_asr_mean,candidate_asr_mean,zero_baseline_seed_count,low_baseline_seed_count,baseline_seed_asr_values,per_seed_asr_retention_mean,aggregate_asr_retention,retention_metric_gap,baseline_viability_pass,baseline_viability_reason
cpu_structure_bucket_only,r18_only,pet37,cnn,resnet18,standard,mobilenet_v2,dynamic_uniform,True,5,475,136,122,0.2863157894736842,0.2568421052631578,0,0,0.252631578947;0.263157894737;0.284210526316;0.315789473684;0.315789473684,0.9026296296296298,0.8970588235294118,0.0055708061002179,True,pass
cpu_structure_bucket_only,r18_only,pet37,cnn,resnet18,standard,mobilenet_v2,static_q80,True,5,475,127,112,0.2673684210526316,0.2357894736842104,0,0,0.315789473684;0.273684210526;0.242105263158;0.252631578947;0.252631578947,0.8869230769230768,0.8818897637795273,0.0050333131435494,True,pass
